YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2002,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.6,8.0,42.0,73.3,78,Male,Middle School,"(32.840571122, -86.631860762)",2GEN,1EDU,YTS05,5
2004,TN,Smokeless Tobacco Use (Youth),User Status,Current,5.9,0.4,5.1,6.7,9267,Overall,Middle School,"(35.68094058, -85.774490914)",1GEN,1EDU,YTS10,10
2002,WI,Smokeless Tobacco Use (Youth),User Status,Ever,13.2,1.8,9.7,16.6,651,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS11,11
2004,VT,Cigarette Use (Youth),Smoking Status,Current,21.4,3.4,14.8,28.1,695,Male,High School,"(43.625381239, -72.517640791)",2GEN,2EDU,YTS07,7
2013,CT,Cigarette Use (Youth),Smoking Status,Ever,24.3,1.6,21.1,27.5,1162,Female,High School,"(41.56266102, -72.649840952)",3GEN,2EDU,YTS08,8
2015,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(40.485010283, -88.997710178)",3GEN,1EDU,YTS03,3
2015,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS05,5
2000,DC,Smokeless Tobacco Use (Youth),User Status,Ever,7.2,1.2,4.9,9.5,657,Female,High School,"(38.890371385, -77.031961127)",3GEN,2EDU,YTS11,11
2000,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,54.1,3.6,46.9,61.2,175,Male,High School,"(44.353130053, -100.373530637)",2GEN,2EDU,YTS02,2
1999,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.4,1.0,5893,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS12,12
2000,CA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,66.2,8.7,49.0,83.3,80,Female,Middle School,"(37.638640123, -120.999999538)",3GEN,1EDU,YTS06,6
2013,IL,Smokeless Tobacco Use (Youth),User Status,Ever,10.8,1.5,7.9,13.7,828,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS11,11
2004,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,47.9,4.1,39.9,55.9,125,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS05,5
2004,NC,Smokeless Tobacco Use (Youth),User Status,Ever,13.0,1.1,11.0,15.1,3024,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS11,11
2015,IL,Cigarette Use (Youth),Smoking Status,Ever,32.7,2.1,28.7,36.7,1124,Male,High School,"(40.485010283, -88.997710178)",2GEN,2EDU,YTS08,8
2016,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(39.008830667, -75.577741168)",2GEN,1EDU,YTS02,2
2011,SC,Smokeless Tobacco Use (Youth),User Status,Ever,17.2,2.4,12.5,21.9,751,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS11,11
2005,HI,Smokeless Tobacco Use (Youth),User Status,Current,1.8,0.4,0.9,2.6,1644,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS10,10
2006,IA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.2,0.0,0.6,1662,Overall,Middle School,"(42.469400913, -93.816490556)",1GEN,1EDU,YTS12,12
2011,GA,Smokeless Tobacco Use (Youth),User Status,Current,5.6,0.8,4.0,7.2,2199,Overall,Middle School,"(32.839681093, -83.627580346)",1GEN,1EDU,YTS10,10
2007,MI,Smokeless Tobacco Use (Youth),User Status,Ever,8.5,0.8,7.0,10.0,1327,Female,High School,"(44.661319543001, -84.71439027)",3GEN,2EDU,YTS11,11
2007,VA,Smokeless Tobacco Use (Youth),User Status,Ever,4.1,0.6,3.0,5.2,770,Female,Middle School,"(37.542680674, -78.457890463)",3GEN,1EDU,YTS11,11
2005,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,49.9,5.2,39.6,60.1,126,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS02,2
2002,IL,Smokeless Tobacco Use (Youth),User Status,Current,5.5,1.3,3.0,8.0,1644,Overall,High School,"(40.485010283, -88.997710178)",1GEN,2EDU,YTS10,10
2004,IN,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.1,0.0,0.5,1737,Female,High School,"(39.766910452, -86.149960194)",3GEN,2EDU,YTS12,12
2005,CT,Cigarette Use (Youth),Smoking Status,Ever,45.5,2.0,41.6,49.5,2153,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS08,8
2000,AL,Cigarette Use (Youth),Smoking Status,Current,27.8,2.3,23.3,32.3,816,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS07,7
2006,MS,Smokeless Tobacco Use (Youth),User Status,Ever,19.1,2.5,14.2,24.0,1305,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS11,11
2007,ND,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.2,0.1,0.7,2084,Overall,Middle School,"(47.475319779, -100.118421049)",1GEN,1EDU,YTS12,12
2013,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS02,2
1999,AR,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.5,0.0,1.5,211,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS12,12
2005,MO,Smokeless Tobacco Use (Youth),User Status,Ever,11.3,1.0,9.4,13.2,1618,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS11,11
2002,MA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.2,0.0,0.6,953,Female,Middle School,"(42.27687047, -72.082690675)",3GEN,1EDU,YTS12,12
2008,WI,Cigarette Use (Youth),Smoking Status,Current,22.7,2.0,18.8,26.6,945,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS07,7
2011,MI,Smokeless Tobacco Use (Youth),User Status,Ever,8.5,1.1,6.3,10.7,2052,Female,High School,"(44.661319543001, -84.71439027)",3GEN,2EDU,YTS11,11
1999,TN,Cigarette Use (Youth),Smoking Status,Frequent,19.9,2.0,16.0,23.8,688,Female,High School,"(35.68094058, -85.774490914)",3GEN,2EDU,YTS09,9
2004,VT,Smokeless Tobacco Use (Youth),User Status,Current,10.2,1.9,6.5,13.9,710,Male,High School,"(43.625381239, -72.517640791)",2GEN,2EDU,YTS10,10
2015,MS,Cigarette Use (Youth),Smoking Status,Ever,23.7,3.5,16.9,30.5,615,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS08,8
2010,KY,Smokeless Tobacco Use (Youth),User Status,Current,16.8,1.2,14.4,19.2,3507,Overall,High School,"(37.645970271, -84.774971048)",1GEN,2EDU,YTS10,10
2009,KS,Smokeless Tobacco Use (Youth),User Status,Current,1.0,0.4,0.3,1.7,517,Female,Middle School,"(38.3477403, -98.200781227)",3GEN,1EDU,YTS10,10
2001,RI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,53.6,3.2,47.4,59.8,160,Male,High School,"(41.708280193, -71.522470314)",2GEN,2EDU,YTS02,2
2011,CT,Cigarette Use (Youth),Smoking Status,Ever,9.6,1.4,6.8,12.4,2117,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS08,8
2005,UT,Smokeless Tobacco Use (Youth),User Status,Frequent,0.9,0.4,0.0,1.7,715,Male,Middle School,"(39.360700171, -111.587130635)",2GEN,1EDU,YTS12,12
2009,SC,Cigarette Use (Youth),Smoking Status,Frequent,1.6,0.4,0.9,2.3,1305,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS09,9
2005,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(41.56266102, -72.649840952)",2GEN,1EDU,YTS02,2
2003,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.5,4.0,43.7,59.3,401,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS03,3
2002,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,64.1,3.7,56.8,71.4,240,Male,High School,"(39.008830667, -75.577741168)",2GEN,2EDU,YTS02,2
2009,LA,Smokeless Tobacco Use (Youth),User Status,Current,11.5,1.7,8.2,14.8,780,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS10,10
2003,MI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,55.7,2.2,51.4,60.1,794,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS04,4
2011,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.2,0.5,1.1,4011,Overall,Middle School,"(34.86597028, -111.763811277)",1GEN,1EDU,YTS12,12
2013,IL,Smokeless Tobacco Use (Youth),User Status,Ever,26.6,2.8,21.2,32.0,833,Male,High School,"(40.485010283, -88.997710178)",2GEN,2EDU,YTS11,11
2008,NJ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.5,5.8,40.2,62.8,62,Overall,Middle School,"(40.130570048, -74.273691288)",1GEN,1EDU,YTS01,1
2006,NE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(41.641040988001, -99.365720623)",3GEN,1EDU,YTS03,3
2002,TN,Cigarette Use (Youth),Smoking Status,Current,27.5,1.1,25.3,29.8,7993,Overall,High School,"(35.68094058, -85.774490914)",1GEN,2EDU,YTS07,7
2000,DC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,55.9,4.5,47.2,64.7,142,Overall,High School,"(38.890371385, -77.031961127)",1GEN,2EDU,YTS04,4
2013,OK,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.2,7.7,42.1,72.3,55,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS05,5
2001,SD,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.4,0.0,1.4,1188,Female,Middle School,"(44.353130053, -100.373530637)",3GEN,1EDU,YTS12,12
2003,ND,Smokeless Tobacco Use (Youth),User Status,Ever,16.3,2.2,11.9,20.7,1729,Overall,Middle School,"(47.475319779, -100.118421049)",1GEN,1EDU,YTS11,11
2013,NC,Smokeless Tobacco Use (Youth),User Status,Ever,8.3,1.0,6.3,10.3,1938,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS11,11
2013,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,1.5,0.4,0.8,2.2,3017,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS12,12
2005,SC,Smokeless Tobacco Use (Youth),User Status,Frequent,2.0,0.7,0.6,3.4,618,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS12,12
2010,AL,Smokeless Tobacco Use (Youth),User Status,Ever,35.4,3.6,28.4,42.4,621,Male,High School,"(32.840571122, -86.631860762)",2GEN,2EDU,YTS11,11
2007,ND,Cigarette Use (Youth),Smoking Status,Frequent,1.9,0.4,1.1,2.7,2075,Overall,Middle School,"(47.475319779, -100.118421049)",1GEN,1EDU,YTS09,9
2003,ND,Smokeless Tobacco Use (Youth),User Status,Ever,13.4,1.5,10.5,16.3,882,Female,High School,"(47.475319779, -100.118421049)",3GEN,2EDU,YTS11,11
2008,LA,Cigarette Use (Youth),Smoking Status,Ever,50.4,2.5,45.5,55.3,677,Female,High School,"(31.312660644, -92.445680071)",3GEN,2EDU,YTS08,8
2006,NJ,Cigarette Use (Youth),Smoking Status,Current,3.5,0.6,2.4,4.6,1993,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS07,7
2010,AL,Cigarette Use (Youth),Smoking Status,Frequent,1.7,0.6,0.5,2.9,583,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS09,9
2004,DE,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.3,0.3,1.3,1196,Male,Middle School,"(39.008830667, -75.577741168)",2GEN,1EDU,YTS12,12
2000,DE,Cigarette Use (Youth),Smoking Status,Ever,67.1,1.7,63.9,70.4,1865,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS08,8
2011,LA,Cigarette Use (Youth),Smoking Status,Frequent,8.8,2.8,3.4,14.2,556,Female,High School,"(31.312660644, -92.445680071)",3GEN,2EDU,YTS09,9
2015,NE,Cigarette Use (Youth),Smoking Status,Ever,29.0,2.2,24.8,33.3,2279,Overall,High School,"(41.641040988001, -99.365720623)",1GEN,2EDU,YTS08,8
2013,MO,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,70.3,5.7,59.2,81.4,71,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS04,4
2007,AZ,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,44.6,4.9,35.0,54.2,117,Female,High School,"(34.86597028, -111.763811277)",3GEN,2EDU,YTS06,6
2008,AL,Smokeless Tobacco Use (Youth),User Status,Current,8.6,1.2,6.2,11.0,1048,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS10,10
2011,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,43.2,7.7,28.1,58.3,75,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS02,2
2009,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,43.2,5.5,32.4,54.0,65,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS02,2
2000,MD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,58.5,3.3,52.0,64.9,635,Female,Middle School,"(39.290580964, -76.609260111)",3GEN,1EDU,YTS03,3
2011,ND,Smokeless Tobacco Use (Youth),User Status,Ever,34.8,2.4,30.1,39.5,991,Male,High School,"(47.475319779, -100.118421049)",2GEN,2EDU,YTS11,11
2011,SC,Smokeless Tobacco Use (Youth),User Status,Ever,12.6,1.8,9.0,16.2,679,Female,High School,"(33.998821303, -81.045371207)",3GEN,2EDU,YTS11,11
2000,CT,Smokeless Tobacco Use (Youth),User Status,Ever,23.1,2.2,18.7,27.5,1038,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS11,11
2009,MS,Cigarette Use (Youth),Smoking Status,Current,7.2,0.9,5.5,8.9,1597,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS07,7
2007,OK,Cigarette Use (Youth),Smoking Status,Ever,27.0,1.1,24.8,29.2,3264,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS08,8
1999,OK,Cigarette Use (Youth),Smoking Status,Ever,46.2,2.9,40.6,51.8,2043,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS08,8
2005,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.3,0.0,0.9,884,Female,Middle School,"(35.472031356, -97.521070214)",3GEN,1EDU,YTS12,12
2002,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,70.0,4.9,60.3,79.7,160,Female,High School,"(44.393191174, -89.816370742)",3GEN,2EDU,YTS06,6
2011,WV,Smokeless Tobacco Use (Youth),User Status,Ever,7.0,0.9,5.3,8.7,966,Female,Middle School,"(38.665510202, -80.712640135)",3GEN,1EDU,YTS11,11
2000,WV,Smokeless Tobacco Use (Youth),User Status,Current,2.6,0.7,1.2,4.0,820,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS10,10
2006,SC,Cigarette Use (Youth),Smoking Status,Ever,53.9,2.2,49.6,58.2,1293,Overall,High School,"(33.998821303, -81.045371207)",1GEN,2EDU,YTS08,8
2011,GA,Smokeless Tobacco Use (Youth),User Status,Current,8.4,1.1,6.2,10.6,1932,Overall,High School,"(32.839681093, -83.627580346)",1GEN,2EDU,YTS10,10
2004,DE,Smokeless Tobacco Use (Youth),User Status,Current,4.6,0.5,3.7,5.5,2213,Overall,High School,"(39.008830667, -75.577741168)",1GEN,2EDU,YTS10,10
2010,AR,Cigarette Use (Youth),Smoking Status,Ever,24.0,1.7,20.7,27.3,1189,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS08,8
2013,SC,Cigarette Use (Youth),Smoking Status,Ever,22.7,1.9,18.9,26.5,1496,Overall,Middle School,"(33.998821303, -81.045371207)",1GEN,1EDU,YTS08,8
2006,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,52.7,2.9,47.1,58.3,261,Overall,High School,"(44.393191174, -89.816370742)",1GEN,2EDU,YTS01,1
2000,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.7,3.8,50.4,65.1,262,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS04,4
2000,CO,Cigarette Use (Youth),Smoking Status,Ever,61.6,2.6,56.4,66.7,1465,Overall,High School,"(38.843840757, -106.133610921)",1GEN,2EDU,YTS08,8
2007,VA,Cigarette Use (Youth),Smoking Status,Ever,16.3,1.9,12.5,20.1,769,Female,Middle School,"(37.542680674, -78.457890463)",3GEN,1EDU,YTS08,8
1999,SD,Cigarette Use (Youth),Smoking Status,Current,14.5,2.0,10.6,18.4,962,Male,Middle School,"(44.353130053, -100.373530637)",2GEN,1EDU,YTS07,7
2006,IL,Cigarette Use (Youth),Smoking Status,Ever,28.1,4.5,19.3,36.9,1120,Overall,Middle School,"(40.485010283, -88.997710178)",1GEN,1EDU,YTS08,8
2002,OH,Smokeless Tobacco Use (Youth),User Status,Ever,11.8,1.0,9.9,13.7,1559,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS11,11
2001,NJ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,53.0,6.1,41.1,64.9,157,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS03,3
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.2,3.9,52.5,67.9,160,Male,High School,"(39.766910452, -86.149960194)",2GEN,2EDU,YTS05,5
2004,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,54.6,4.9,44.9,64.3,170,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS01,1
2002,IA,Smokeless Tobacco Use (Youth),User Status,Ever,10.7,1.2,8.4,12.9,1619,Overall,Middle School,"(42.469400913, -93.816490556)",1GEN,1EDU,YTS11,11
2009,AZ,Cigarette Use (Youth),Smoking Status,Ever,19.7,1.8,16.1,23.3,1142,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS08,8
2001,PA,Smokeless Tobacco Use (Youth),User Status,Ever,6.5,0.6,5.3,7.7,4025,Female,Middle School,"(40.793730152, -77.860700294)",3GEN,1EDU,YTS11,11
2014,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,2.0,0.4,1.3,2.7,1081,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS11,11
2011,LA,Cigarette Use (Youth),Smoking Status,Ever,24.7,1.1,22.5,26.9,1309,Overall,Middle School,"(31.312660644, -92.445680071)",1GEN,1EDU,YTS08,8
2016,AL,Smokeless Tobacco Use (Youth),User Status,Ever,12.1,1.8,8.7,15.6,2986,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS11,11
2010,WI,Cigarette Use (Youth),Smoking Status,Current,17.9,1.8,14.3,21.5,883,Female,High School,"(44.393191174, -89.816370742)",3GEN,2EDU,YTS07,7
2006,NE,Smokeless Tobacco Use (Youth),User Status,Ever,9.8,1.3,7.2,12.4,1153,Female,Middle School,"(41.641040988001, -99.365720623)",3GEN,1EDU,YTS11,11
2014,NJ,Cigarette Use (Youth),Smoking Status,Frequent,2.0,0.4,1.1,2.8,1891,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS09,9
2001,NH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(43.655950113, -71.50036092)",3GEN,1EDU,YTS03,3
2002,KS,Smokeless Tobacco Use (Youth),User Status,Frequent,6.3,1.1,4.0,8.5,735,Male,High School,"(38.3477403, -98.200781227)",2GEN,2EDU,YTS12,12
2011,MO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(38.635790776, -92.566300053)",2GEN,1EDU,YTS02,2
2009,MS,Cigarette Use (Youth),Smoking Status,Ever,27.9,1.9,24.1,31.7,785,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS08,8
2000,CA,Smokeless Tobacco Use (Youth),User Status,Current,3.3,0.7,1.9,4.7,2962,Overall,High School,"(37.638640123, -120.999999538)",1GEN,2EDU,YTS10,10
2008,KY,Smokeless Tobacco Use (Youth),User Status,Current,14.1,0.8,12.6,15.6,2810,Overall,High School,"(37.645970271, -84.774971048)",1GEN,2EDU,YTS10,10
2004,IN,Cigarette Use (Youth),Smoking Status,Ever,52.7,1.3,50.1,55.2,3232,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS08,8
2005,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,44.5,6.2,32.3,56.8,55,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS05,5
2002,FL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.6,1.4,53.8,59.4,1461,Overall,Middle School,"(28.932040377, -81.928960539)",1GEN,1EDU,YTS04,4
2008,WI,Cigarette Use (Youth),Smoking Status,Frequent,1.3,0.6,0.1,2.5,800,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS09,9
2009,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,47.4,8.4,30.9,63.9,54,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS02,2
2014,MN,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.3,0.0,1.1,1097,Female,High School,"(46.355648736, -94.794200503)",3GEN,2EDU,YTS12,12
2002,IL,Cigarette Use (Youth),Smoking Status,Ever,29.5,3.0,23.6,35.4,753,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS08,8
2005,ND,Smokeless Tobacco Use (Youth),User Status,Ever,16.0,2.1,11.9,20.1,835,Female,High School,"(47.475319779, -100.118421049)",3GEN,2EDU,YTS11,11
1999,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.9,1.6,48.8,55.0,925,Female,High School,"(35.466220975, -79.159250463)",3GEN,2EDU,YTS06,6
2011,HI,Smokeless Tobacco Use (Youth),User Status,Current,2.1,0.8,0.5,3.7,618,Male,High School,"(21.304850435, -157.857749403)",2GEN,2EDU,YTS10,10
2003,UT,Smokeless Tobacco Use (Youth),User Status,Ever,5.4,0.9,3.5,7.2,1450,Female,Middle School,"(39.360700171, -111.587130635)",3GEN,1EDU,YTS11,11
2002,WV,Smokeless Tobacco Use (Youth),User Status,Ever,30.0,1.6,26.9,33.0,4765,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS11,11
2000,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,75.3,3.0,69.4,81.2,202,Female,High School,"(21.304850435, -157.857749403)",3GEN,2EDU,YTS06,6
2013,MS,Cigarette Use (Youth),Smoking Status,Ever,19.0,1.9,15.2,22.8,934,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS08,8
2000,DC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.0,5.6,44.9,67.0,78,Overall,Middle School,"(38.890371385, -77.031961127)",1GEN,1EDU,YTS04,4
2002,FL,Smokeless Tobacco Use (Youth),User Status,Current,5.9,0.7,4.6,7.3,8118,Overall,High School,"(28.932040377, -81.928960539)",1GEN,2EDU,YTS10,10
2005,GA,Smokeless Tobacco Use (Youth),User Status,Ever,8.6,1.0,6.7,10.5,879,Female,High School,"(32.839681093, -83.627580346)",3GEN,2EDU,YTS11,11
2016,AL,Cigarette Use (Youth),Smoking Status,Ever,38.3,2.6,33.1,43.4,1119,Male,High School,"(32.840571122, -86.631860762)",2GEN,2EDU,YTS08,8
1999,NJ,Cigarette Use (Youth),Smoking Status,Current,27.6,1.3,25.0,30.2,6772,Overall,High School,"(40.130570048, -74.273691288)",1GEN,2EDU,YTS07,7
2000,MD,Smokeless Tobacco Use (Youth),User Status,Current,5.0,0.2,4.6,5.4,32937,Overall,High School,"(39.290580964, -76.609260111)",1GEN,2EDU,YTS10,10
2003,MI,Smokeless Tobacco Use (Youth),User Status,Current,8.5,1.5,5.6,11.4,3523,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS10,10
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,57.3,4.7,48.0,66.6,146,Male,High School,"(47.475319779, -100.118421049)",2GEN,2EDU,YTS02,2
2009,CT,Smokeless Tobacco Use (Youth),User Status,Ever,4.1,0.7,2.7,5.5,1149,Female,High School,"(41.56266102, -72.649840952)",3GEN,2EDU,YTS11,11
2008,IA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.3,0.0,0.8,629,Female,High School,"(42.469400913, -93.816490556)",3GEN,2EDU,YTS12,12
2004,NJ,Smokeless Tobacco Use (Youth),User Status,Current,3.1,0.4,2.4,3.9,2063,Overall,Middle School,"(40.130570048, -74.273691288)",1GEN,1EDU,YTS10,10
2004,VT,Cigarette Use (Youth),Smoking Status,Frequent,13.8,2.3,9.3,18.4,695,Male,High School,"(43.625381239, -72.517640791)",2GEN,2EDU,YTS09,9
2010,KY,Cigarette Use (Youth),Smoking Status,Current,8.2,0.9,6.5,9.9,2038,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS07,7
2016,MS,Cigarette Use (Youth),Smoking Status,Current,3.5,0.6,2.3,4.6,921,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS07,7
2009,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,46.3,3.9,38.6,54.0,153,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS05,5
2001,GA,Cigarette Use (Youth),Smoking Status,Frequent,1.6,0.3,1.0,2.3,2751,Overall,Middle School,"(32.839681093, -83.627580346)",1GEN,1EDU,YTS09,9
2010,KY,Cigarette Use (Youth),Smoking Status,Ever,54.5,1.6,51.3,57.7,3440,Overall,High School,"(37.645970271, -84.774971048)",1GEN,2EDU,YTS08,8
2011,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.3,0.4,1.6,1688,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS12,12
2015,NE,Cigarette Use (Youth),Smoking Status,Frequent,3.3,0.7,1.9,4.7,1176,Female,High School,"(41.641040988001, -99.365720623)",3GEN,2EDU,YTS09,9
2012,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS06,6
2001,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,1.9,0.4,1.2,2.7,4228,Male,Middle School,"(40.793730152, -77.860700294)",2GEN,1EDU,YTS12,12
2006,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,6.8,0.8,5.2,8.4,1843,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS11,11
